Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.8028065,0.9352155,1.0861486,1.1460325,0.1261301
5000,0.9138683000000001,1.4809795000000001,1.5256311999999999,1.6826688,0.2460293
10000,0.9732732000000002,1.5495364999999999,2.0203944,2.3258956,0.49032679999999995
20000,1.2254317999999997,2.1241825,2.8485652999999997,3.4442243000000006,1.0079734
40000,1.2392443,2.2533641,3.1774668999999998,3.9674034999999996,1.5450122
