Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,1.009221,1.598647,2.017537,2.209167,0.31123
5000,0.979705,1.844591,2.688348,3.279144,0.629849
10000,0.995083,1.913031,2.886537,3.866887,1.261027
20000,1.011013,1.89626,2.676605,3.350403,2.387265
40000,1.0287,1.849594,2.66138,3.310436,2.544717
