Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,1.011122,0.8087865,0.6825853333333334,0.54927875,0.0367245
5000,0.990577,0.918407,0.891146,0.79470425,0.084396375
10000,1.000175,0.9594695,0.955451,1.0052085,0.15335625
20000,1.011852,0.941207,0.8820763333333334,0.84263375,0.30678525
40000,1.026883,0.930592,0.8842156666666666,0.822668,0.32635575
