Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,1.009348,1.620968,1.994683,2.21079,0.369643
5000,0.99243,1.853628,2.703759,3.146659,0.702754
10000,0.992657,1.923113,2.911796,4.021074,1.257607
20000,1.012203,1.896159,2.663546,3.294976,2.461563
40000,1.026331,1.870386,2.612414,3.331767,2.503076
