Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,1.007244,1.597808,2.009178,2.189497,0.436246
5000,0.983943,1.854384,2.663248,3.186378,0.838412
10000,0.993687,1.922107,2.882063,3.836876,1.183106
20000,1.010445,1.898903,2.662148,3.332142,2.459437
40000,1.026543,1.858266,2.637674,3.326155,2.599042
