Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,1.012781,1.607719,2.025954,2.192614,0.250393
5000,0.985726,1.857031,2.68301,3.137814,0.690217
10000,0.996495,1.914895,2.932022,4.039229,1.268522
20000,1.013471,1.870712,2.641695,3.342468,2.419874
40000,1.026268,1.855826,2.606785,3.297277,2.561624
