Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,1.010372,0.8021875,0.6734779999999999,0.5577055,0.055342375
5000,0.96086,0.93722,0.8943856666666666,0.81948425,0.093011375
10000,0.994616,0.962631,0.9630153333333333,0.969083,0.1562475
20000,1.014543,0.947402,0.886825,0.841329,0.305410625
40000,1.026007,0.9463345,0.8774443333333334,0.8298095,0.32372875
