Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,1.011122,1.617573,2.047756,2.197115,0.293796
5000,0.990577,1.836814,2.673438,3.178817,0.675171
10000,1.000175,1.918939,2.866353,4.020834,1.22685
20000,1.011852,1.882414,2.646229,3.370535,2.454282
40000,1.026883,1.861184,2.652647,3.290672,2.610846
