Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.999933,1.362603,2.065089,2.16386,0.324104
5000,0.984021,1.768827,2.638466,3.198593,0.627335
10000,0.991118,1.916929,2.933473,3.962916,1.244483
20000,1.013452,1.882096,2.667478,3.347995,2.455909
40000,1.032218,1.886666,2.603847,3.292941,2.549319
