Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.7561009000000001,0.9102698,1.0797862999999999,1.1435901000000002,0.10710079999999997
5000,0.8830210000000001,1.2402872,1.5348691,1.6803418,0.24649799999999997
10000,0.9677499,1.5425153999999999,2.0029638999999997,2.3335248,0.5594445000000001
20000,1.21891,2.1005405,2.8756,3.4455797999999995,1.0134878000000003
40000,1.2353106999999999,2.2589776,3.176189,3.9164444999999994,1.5742690000000004
