Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.7450929,0.9127381999999999,1.0772244,1.1443243,0.12111740000000001
5000,0.8798223999999998,1.2409936,1.5392114000000001,1.6766887000000001,0.1947242
10000,0.9183847,1.5405630000000001,2.0057044,2.3340452,0.5462807
20000,1.2071567,2.1191681,2.9004092,3.4701834,1.0190126
40000,1.2408442999999998,2.2686076,3.1532529000000005,3.9259042,1.3394359999999998
