Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.851634,1.283225,1.459507,1.565063,1.934877
5000,0.90342,1.578361,1.995839,2.278355,2.504735
10000,0.917111,1.759131,2.444645,2.960894,3.284792
20000,1.231458,2.183021,3.292747,3.811845,4.553028
40000,1.168973,1.978875,2.611929,3.050503,3.646269
