Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.853931,1.175291,1.453973,1.537753,1.620469
5000,0.891693,1.597013,1.975069,2.250386,2.431102
10000,0.953048,1.761306,2.430326,2.929216,3.01617
20000,1.157736,2.203594,3.110852,3.901491,4.144166
40000,1.180962,1.985537,2.611579,3.105608,3.430366
