Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.754919,0.918973,1.081106,1.147024,0.088495
5000,0.886547,1.22862,1.552236,1.671221,0.225032
10000,0.996879,1.544939,1.995917,2.329638,0.509697
20000,1.226439,2.087659,2.860953,3.439601,0.97876
40000,1.233826,2.252721,3.23946,3.94436,1.649708
