Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.754919,0.4594865,0.3603686666666666,0.286756,0.011061875
5000,0.886547,0.61431,0.517412,0.41780525,0.028129
10000,0.996879,0.7724695,0.6653056666666667,0.5824095,0.063712125
20000,1.226439,1.0438295,0.9536509999999999,0.85990025,0.122345
40000,1.233826,1.1263605,1.07982,0.98609,0.2062135
