Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.746563,0.920218,1.08347,1.133576,0.101072
5000,0.875415,1.266067,1.526114,1.690552,0.221395
10000,0.967781,1.545509,2.005289,2.352141,0.536246
20000,1.200519,2.097268,2.875061,3.442944,0.988387
40000,1.236745,2.253038,3.183674,3.832013,1.559995
