Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.750829,0.921254,1.07274,1.139744,0.138594
5000,0.883035,1.247092,1.540815,1.679024,0.222865
10000,0.968236,1.532963,2.001717,2.328598,0.579986
20000,1.200421,2.100479,2.865984,3.428401,0.920078
40000,1.237921,2.256012,3.185631,3.975518,1.465749
