Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.745902,0.917038,1.079052,1.138915,0.108283
5000,0.881292,1.221949,1.531879,1.683765,0.2691
10000,0.963842,1.535528,2.004387,2.110097,0.53547
20000,1.208786,2.098584,2.86489,3.416747,0.918282
40000,1.233386,2.256047,3.182069,4.021944,1.519484
