Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.750492,0.90625,1.086374,1.139955,0.093372
5000,0.895846,1.24194,1.538577,1.685104,0.267104
10000,0.968729,1.527193,2.007902,2.323106,0.528249
20000,1.201011,2.091024,2.851308,3.460743,0.940598
40000,1.237701,2.288119,3.196928,4.036158,1.580352
