Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.9931668,1.6377181,2.0271619,2.22789,0.28143799999999997
5000,0.9898862999999999,1.8617698,2.6746440000000002,3.194363,0.6944302
10000,0.9975849,1.9151836,2.9088399,3.9716758999999997,1.2631069
20000,1.0120518,1.8770412999999997,2.635819,3.3607376,2.4270750000000003
40000,1.0351913,1.871832,2.6567197000000005,3.3307169,2.6332604
