Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.9931925000000001,1.6115969000000003,2.0337277,2.221146,0.3319428
5000,0.9885123000000002,1.8678067000000003,2.6612078,3.2307406,0.6862108
10000,1.0005277,1.9370973,2.9185553,3.9717582,1.2782849
20000,1.0114139,1.8756134,2.6312351000000005,3.3673682000000005,2.4091713
40000,1.0322796,1.8835545,2.6447846999999998,3.3120502000000003,2.6132645
