Iterations,1 Threads,2 Threads,4 Threads,8 Threads,16 Threads,32 Threads
10,1.0,0.39095006934812765,0.14182389937106918,0.03458588957055214,0.009907036412203009,0.002101098720892096
100,1.0,0.3952779893373953,0.1272994849153789,0.03566029957400028,0.008410033704952033,0.002782901509951956
1000,1.0,0.3811556139198949,0.15176470588235288,0.03783237747653806,0.010627975100695715,0.0027776182820395037
10000,1.0,0.47291807718347995,0.16105602951348855,0.0428002450980392,0.011984421110424812,0.0027706819407863417
100000,1.0,0.4170332087090389,0.19442735568543013,0.07284303933620159,0.023348231875492512,0.006172688802083334
1000000,1.0,0.43339045096970175,0.19368099355359705,0.0944177096625309,0.03316283959682264,0.00994847240895958
