Iterations,1 Threads,2 Threads,3 Threads,4 Threads,5 Threads,6 Threads,7 Threads,8 Threads
10,1.0,0.6106175033318524,0.3329699612403101,0.19468838526912177,0.1218528368794326,0.10782929316701967,0.08292109073359072,0.05804476351351351
100,1.0,0.6774592189817102,0.29088400721638547,0.21712610899873258,0.12411138781978719,0.10389659616405124,0.08100360541403157,0.06833366573593937
1000,1.0,0.6539039039039038,0.2880291005291006,0.20375857766687464,0.12290686735653811,0.09311524481505239,0.07268024032042722,0.05938636363636365
10000,1.0,0.5900390624999999,0.2053007135575943,0.14106275681733282,0.0878453038674033,0.0751716930426993,0.06651840760965298,0.04827729480951164
100000,1.0,0.19884084798801183,0.07973454220902593,0.04130502453673184,0.03173927572682343,0.029400456174649724,0.022099163352077903,0.014969076406492627
1000000,1.0,0.1850729217732334,0.09331104417005971,0.06392550125938493,0.03878648057350695,0.03522115210006614,0.03319707477889881,0.026591295576093903
