Size,1_procs,4_procs,16_procs,64_procs,128_procs
8192,0.9792217868125707,3.6900605009626464,12.956294156733518,32.91315580970753,3.184054334169807
16384,0.9720815033969046,3.66559743192414,13.964176559944335,41.319428500595535,8.635699167934794
32768,0.9529586756808458,3.047531218367828,13.912951982449075,39.097407246234404,16.193629001695108
