Size,1,4,16,64,128
8192,0.1951419,0.051784300000000005,0.0147486,0.0058058,0.060013800000000006
16384,0.7886886000000001,0.20915269999999997,0.05490260000000001,0.0185547,0.08877910000000001
32768,3.2149350000000005,1.0053056,0.2202049,0.0783607,0.18919170000000002
