Size,1_procs,4_procs,16_procs,64_procs,128_procs
8192,0.9792217868125707,0.9225151252406616,0.8097683847958449,0.5142680595266802,0.024875424485701618
16384,0.9720815033969046,0.916399357981035,0.8727610349965209,0.6456160703218052,0.06746639974949058
32768,0.9529586756808458,0.761882804591957,0.8695594989030672,0.6108969882224126,0.12651272657574303
