Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.8050665,0.46655324999999986,0.36309293333333326,0.285472625,0.014460400000000002
5000,0.9130909,0.74658815,0.5093747333333334,0.4191305999999999,0.032927599999999994
10000,0.9768263000000001,0.7717435,0.67364,0.582698725,0.061402762500000006
20000,1.2108534999999998,1.0484597499999997,0.9537238333333333,0.858904525,0.12182035
40000,1.2434858,1.13024145,1.0657357666666667,0.9914259999999999,0.19595277500000002
