Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.85617,0.871692,0.822561,0.71147,1.314336
5000,0.90916,0.639884,1.135403,1.232454,1.819924
10000,0.89645,0.944013,0.966189,1.348219,1.364791
20000,0.752069,0.832334,0.815979,0.911383,1.673454
40000,0.757978,0.804814,0.887978,1.115637,1.561256
