Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.840467,0.898512,0.720278,1.147691,1.534285
5000,0.913982,0.850702,0.721922,1.196633,2.061985
10000,0.890462,0.915531,0.916323,1.196311,2.035987
20000,0.745038,0.833703,0.833256,1.180019,1.856168
40000,0.756267,0.821408,0.96556,1.052423,1.481351
