Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.861266,0.384985,0.26061633333333334,0.19340375,0.1996565
5000,0.899297,0.347493,0.3548626666666667,0.2044945,0.239334
10000,0.891587,0.4595025,0.391953,0.218731,0.26468225
20000,0.746058,0.3864655,0.32366333333333336,0.2711705,0.246638125
40000,0.758237,0.4030135,0.275684,0.23802275,0.188666
