Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.878445,0.488494,0.19882433333333335,0.25515975,0.197209875
5000,0.881853,0.4606925,0.36237800000000003,0.32446425,0.236730875
10000,0.894684,0.4268115,0.34320233333333333,0.2028755,0.165909875
20000,0.734273,0.4031235,0.31226233333333336,0.29695075,0.226149875
40000,0.7296,0.415733,0.320125,0.2553585,0.179299375
