Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.878445,0.976988,0.596473,1.020639,1.577679
5000,0.881853,0.921385,1.087134,1.297857,1.893847
10000,0.894684,0.853623,1.029607,0.811502,1.327279
20000,0.734273,0.806247,0.936787,1.187803,1.809199
40000,0.7296,0.831466,0.960375,1.021434,1.434395
