Iterations,1_threads,2_threads,3_threads,4_threads,8_threads
2500,0.876204,0.915135,1.041174,1.180033,1.680405
5000,0.878605,0.907228,0.93518,1.255611,1.875727
10000,0.891347,0.901156,1.116232,1.319289,2.005453
20000,0.748093,0.848699,0.961544,1.051849,1.631973
40000,0.756018,0.826009,0.897541,0.984284,1.470983
