Iterations,1 Threads,2 Threads,4 Threads,8 Threads,16 Threads,32 Threads
10,0.00019779999999999998,0.0003026,0.00043749999999999995,0.0007364,0.0015559,0.0028545000000000003
100,0.00020170000000000002,0.0002974,0.00043300000000000006,0.0007518000000000001,0.0016049,0.0028503
1000,0.00021549999999999998,0.00028250000000000004,0.0004353,0.0008456,0.0016324999999999998,0.0026752
10000,0.00028790000000000006,0.000325,0.00047369999999999997,0.0008896999999999999,0.0013712,0.0028796000000000004
100000,0.000738,0.0008647,0.0010852000000000001,0.001439,0.0023076,0.0035064
1000000,0.005267000000000001,0.0060307,0.0072586,0.0070063,0.010189199999999999,0.017058699999999996
